NodeKey,OrderIndex,BlockType,ContentText,ContentUrl,MetadataJson
c9b41,2,Definition,"**Biểu đồ cột kép.** gồm từng cặp cột đặt sát nhau, dùng để so sánh *hai bộ dữ liệu* cùng loại (ví dụ hai năm, hai lớp, nam và nữ). Mỗi bộ dữ liệu được tô một màu và ghi trong phần chú giải.",,
c9b41,3,Definition,"**Cách đọc.** Trong mỗi nhóm, so sánh chiều cao hai cột để thấy chênh lệch giữa hai bộ dữ liệu; so sánh giữa các nhóm để thấy xu hướng chung.",,
c9b41,4,Example,"**Ví dụ.** Biểu đồ cột kép số cây trồng của lớp 6A và 6B trong 2 tháng: Tháng 3 (6A: 20, 6B: 15); Tháng 4 (6A: 25, 6B: 30). Nhận xét.

**Lời giải.** Tháng 3 lớp 6A trồng nhiều hơn; tháng 4 lớp 6B vượt lên. Cả hai lớp đều trồng nhiều hơn ở tháng 4.",,
c9b41,5,Note,**Chú ý.** Hai cột trong một cặp phải cùng chiều rộng và dùng chung thang đo ở trục đứng.,,
c9b42,1,Heading,"# Bài 42. Kết quả có thể và sự kiện trong một trò chơi, thí nghiệm",,
c9b42,2,Definition,"**Kết quả có thể.** Khi thực hiện một phép thử (tung đồng xu, gieo xúc xắc, quay vòng số…), mỗi kết quả có thể xảy ra được gọi là một *kết quả có thể*. Tập hợp mọi kết quả có thể xác định trước khi thực hiện.",,
c9b42,3,Definition,**Sự kiện.** Một *sự kiện* liên quan đến phép thử có thể *xảy ra* hoặc *không xảy ra* tuỳ theo kết quả nhận được.,,
c9b42,4,Example,"**Ví dụ.** Gieo một con xúc xắc 6 mặt. Liệt kê các kết quả có thể và cho biết sự kiện ""số chấm là số chẵn"" gồm những kết quả nào.

**Lời giải.** Kết quả có thể: $1;2;3;4;5;6$. Sự kiện ""số chấm chẵn"" xảy ra khi kết quả là $2;4;6$.",,
c9b42,5,Note,"**Chú ý.** Trước khi gieo, ta không biết chắc kết quả nào xảy ra, nhưng biết chắc tập hợp các kết quả có thể.",,
c9b43,1,Heading,# Bài 43. Xác suất thực nghiệm,,
c9b43,2,Definition,"**Xác suất thực nghiệm của một sự kiện.** Khi thực hiện một phép thử nhiều lần, xác suất thực nghiệm của sự kiện $A$ bằng tỉ số giữa *số lần sự kiện $A$ xảy ra* và *tổng số lần thực hiện phép thử*.",,
c9b43,3,Formula,P_{\text{thực nghiệm}}(A)=\dfrac{\text{số lần }A\text{ xảy ra}}{\text{tổng số lần thử}},,
c9b43,4,Example,"**Ví dụ.** Tung một đồng xu 50 lần, có 27 lần mặt ngửa. Tính xác suất thực nghiệm của sự kiện ""xuất hiện mặt ngửa"".

**Lời giải.** $P=\dfrac{27}{50}=0{,}54$.",,
c9b43,5,Example,"**Ví dụ.** Một hộp có bi xanh và bi đỏ. Lấy ngẫu nhiên có hoàn lại 40 lần, được 24 lần bi đỏ. Ước lượng xác suất lấy được bi đỏ.

**Lời giải.** $P\approx\dfrac{24}{40}=0{,}6$.",,
c9b43,6,Note,"**Chú ý.** Số lần thử càng lớn, xác suất thực nghiệm càng gần một giá trị ổn định (xác suất lí thuyết).",,
c9lt,1,Heading,# Luyện tập chung — Chương IX,,
c9lt,2,Text,"Ôn lại: phân loại và thu thập dữ liệu; đọc và vẽ bảng thống kê, biểu đồ tranh, biểu đồ cột, biểu đồ cột kép; kết quả có thể, sự kiện và xác suất thực nghiệm.",,
c9lt,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
c9cc,1,Heading,# Bài tập cuối chương IX,,
c9cc,2,Text,"Tổng hợp toàn chương: từ một bảng dữ liệu thực tế, lập biểu đồ phù hợp, nhận xét và tính xác suất thực nghiệm.",,
c9cc,3,Note,**Chú ý.** Hãy làm phần bài tập đính kèm của bài này để tự kiểm tra. Ghi lại những câu sai để ôn lại lý thuyết tương ứng.,,
